Nr;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135
01.01.2016 14:00;7,57548;11,6438;13,2885;16,8546;10,5236;20,069;16,7123;11,1825;7,06969;;24,776;27,3623;14,9501;19,18;20,9011;20,1322;25,9;24,7;16,1;12,5;10,9;9,3;15,8;19,1;13,2;3,5;4,45729;7,9;5,9;2,9;10,3;15,9;26,2;21,2;20,87083;17,8;15,4;18,42;17,2;20,5738;8,4253;14,7625;9,35351;12,3782;15,2153;23,9713;64,1184;41,7112;31,2882;58,3155;19,1767;14,8826;30,0813;22,9459;;17,9313;10,1814;9,542;6,85;4,64;2,394;5,56;6,43;9,9;12,1;12,58;3,55;23,51;11,683154;23,80129;4,57;6,92994;14,0941;10,9339;1,3;6,8;2,27647;7,8;13,0265;6,43919;11,9172;1,43827;18,1226;12,7424;8,9995;11,8375;10,0888;11,2638;6,63453;15,8172;8,63289;10,9293;5,6536;14,414;9,19665;15,3;;25,2;10,5;11,0;10,9;14,1886;5,96916;43,7991;30,9284;17,0034;25,3005;31,9328;42,5946;18,13;15,6136;36,8593;13,6425;25,0289;28,4484;18,866;7,98093;4,44306;6,97023;1,27481;17,3718;1,49134;2,7;11,373;12,3067;13,9545;12,0856;14,3797;25,5156;16,7152;17,4067;13,1179;15,3297;22,167;13,4828
01.01.2016 15:00;7,70248;16,328;16,7819;13,7008;15,0234;20,9681;18,1664;10,8605;8,81811;;28,5356;29,3847;16,2876;22,0532;24,7521;19,1667;37,0;35,3;14,9;12,2;11,0;8,4;15,5;19,9;12,8;7,3;4,80163;8,0;7,5;3,6;9,8;18,2;28,8;31,7;24,1038;18,3;17,3;25,04;16,9;20,6689;8,58422;15,7031;9,74939;13,4213;16,2175;30,5112;66,4066;38,5856;29,0431;53,3506;17,2651;43,5808;27,501;29,5337;;19,1262;21,5425;3,729;7,25;4,54;3,024;6,66;7,73;12,3;15,0;15,38;4,05;15,81;10,181849;29,626942;4,97;8,06545;16,3203;12,1879;1,6;5,8;3,2521;6,5;15,3523;10,7114;10,8842;1,56964;15,6318;12,8146;10,1142;13,9985;10,8123;13,7063;8,07805;16,6097;9,08889;11,8369;5,6844;15,684;11,2499;20,4;;27,9;9,7;16,0;9,5;13,2034;8,19558;49,5671;31,7856;12,4251;26,6162;35,7247;53,2163;29,4629;16,3051;30,8025;13,356;20,5559;32,0966;21,0443;12,925;5,15313;10,1378;1,55139;20,641;3,10464;3,7;12,4299;13,1134;16,1582;11,4066;16,2478;29,4475;19,3813;19,9111;17,1204;20,0455;23,7524;17,8799
01.01.2016 16:00;10,5098;13,8863;22,1826;14,7243;17,9641;20,1295;19,3322;10,6097;7,00558;;18,6294;34,6301;15,4087;25,3892;28,1397;20,0791;48,7;44,2;14,0;12,0;13,0;6,5;16,1;18,7;11,5;9,6;4,0173;8,1;6,5;4,0;8,5;17,8;28,8;31,8;28,48457;25,3;22,7;43,44;16,8;16,3902;8,41035;18,1182;11,0598;12,7029;18,3584;40,3528;59,54;42,0893;37,8104;50,7535;26,7434;55,722;24,5483;23,2031;;19,6689;63,1125;3,659;9,15;4,84;4,284;11,96;13,03;18,7;21,7;17,68;5,25;16,21;11,580545;32,652594;6,57;10,8724;18,6488;14,5903;1,9;6,6;6,90593;8,1;;15,1526;10,0381;1,83793;13,9108;13,1492;10,6918;13,1077;9,42734;14,5689;8,20993;26,4943;13,5765;14,8293;5,42504;16,7316;15,3962;18,1;;27,4;10,1;16,0;10,9;28,7933;12,1763;62,2553;37,5952;25,9414;31,4922;37,744;66,203;31,6733;22,6041;30,3503;14,0224;22,2023;43,917;19,0292;27,9911;7,01189;7,73729;2,07826;17,6778;5,41884;4,6;;13,8035;23,1753;;19,1213;;;22,6262;18,4912;21,2557;23,3811;16,1373
01.01.2016 17:00;13,3644;13,6971;22,9037;15,4799;23,6484;19,7028;20,3397;10,7059;7,30661;;12,2299;35,0323;14,9209;29,465;33,9828;25,7033;40,9;36,6;11,9;14,6;18,4;4,3;19,3;20,9;10,4;7,5;3,97904;10,1;8,1;6,2;8,1;16,6;26,9;29,7;25,40464;24,3;19,4;41,64;13,7;17,4658;8,60388;22,6738;12,7512;15,1844;20,2996;40,0161;51,9645;37,1261;24,4593;45,1168;64,825;50,9703;23,3384;22,321;;25,0845;80,6266;4,824;8,65;4,44;7,812;18,46;16,53;21,9;22,9;25,08;4,95;21,81;18,77924;36,778246;9,67;12,3892;16,8995;16,8232;1,4;8,4;10,78932;10,3;26,195;14,7328;20,4883;2,12132;11,7874;12,6643;9,00365;14,2362;10,0135;15,8323;13,7536;27,8512;14,3505;16,4159;4,977;19,391;20,1457;12,1;;29,5;9,2;13,0;9,2;53,1963;16,0295;68,542;42,9086;50,7379;44,3019;49,0552;67,398;23,0237;38,0812;31,7356;16,304;25,072;39,7954;16,0512;39,0612;6,87522;6,52891;2,13087;13,9574;8,33616;5,4;15,4418;13,6905;18,6516;11,9795;21,0556;28,6216;21,8565;18,808;18,0461;18,0219;24,3642;19,1014
01.01.2016 18:00;11,6911;14,2949;21,1764;18,3366;23,971;19,9414;19,6073;10,6862;9,77869;;31,657;28,992;14,9379;24,6469;35,4463;25,1294;36,5;34,7;8,5;19,3;20,0;4,1;15,4;23,1;9,1;7,8;3,826;9,6;8,2;4,0;9,8;15,5;26,5;21,8;22,13341;17,0;16,5;27,23;11,4;16,9154;7,20165;23,6059;15,8981;14,4283;19,8729;28,7271;47,7294;29,2147;33,182;42,2175;68,9585;30,1154;23,693;14,5829;;25,7147;83,3802;6,258;8,05;4,14;10,962;29,76;17,33;21,8;21,3;26,58;5,85;20,91;21,477936;30,103899;11,67;13,196;19,4035;19,1683;1,7;8,6;7,61374;10,5;20,0191;13,224;12,8201;2,90781;13,8144;8,87646;7,28488;16,0858;10,3424;21,2438;6,4333;27,4518;12,1797;23,1972;5,51108;21,3633;32,9427;9,4;;34,5;9,0;16,0;12,1;57,3927;17,3227;55,1384;33,8267;43,1193;36,7928;47,0784;70,4328;27,0474;44,6463;37,6659;25,7127;26,5503;32,0749;11,9659;41,9276;7,84997;13,89;2,1508;17,1682;6,96146;4,0;14,4555;17,5211;15,8402;11,7544;21,1991;26,3196;22,5801;19,1699;20,3766;16,1913;27,1886;21,6157
01.01.2016 19:00;11,4063;15,9215;23,3661;16,43;26,8957;19,7363;22,6658;10,1538;12,1755;;32,9977;27,7757;13,8921;18,7166;33,0705;22,1005;43,2;30,4;6,4;18,7;13,0;4,2;11,4;23,8;6,8;6,4;3,90252;7,4;7,5;4,7;10,0;12,0;23,5;22,4;20,94735;13,1;12,9;21,45;11,1;16,9165;6,15864;23,769;12,1497;11,1002;17,734;22,0952;45,7042;29,4542;21,0584;35,7273;59,9599;30,3689;17,4228;10,9875;;16,7995;71,1918;5,451;8,45;3,74;20,538;40,96;21,23;16,7;16,1;25,08;5,05;26,21;32,476631;36,629551;16,17;14,6167;21,6616;24,0815;1,8;6,9;2,90776;8,0;15,0381;15,1484;11,3123;2,41582;14,2074;7,59011;6,08251;16,0545;9,5708;21,8273;6,54999;24,2123;14,4527;25,4265;4,50184;18,6941;23,2113;9,2;;24,3;5,3;12,0;10,9;52,7053;21,9269;46,7638;18,1572;24,5293;28,5717;47,5752;60,3533;29,7013;42,2722;36,3704;30,5743;27,104;39,2289;11,78;32,6852;9,13753;6,35993;1,97358;14,5516;5,59738;2,8;15,0163;17,1051;10,2006;8,88659;18,7638;28,3088;21,0353;17,7681;23,405;17,6626;27,9699;20,0548
01.01.2016 20:00;8,9013;13,7407;25,459;12,9266;20,9808;18,6034;24,1803;9,8121;14,2947;;22,4825;25,9233;15,0431;17,0454;31,285;22,4878;30,7;23,6;6,1;13,6;9,0;4,2;8,2;19,4;4,8;6,7;4,49555;7,2;5,9;4,5;8,8;11,2;23,8;21,5;17,4083;11,9;14,2;17,13;11,8;17,2218;9,2595;19,579;10,7213;8,495;17,555;28,6314;40,6714;22,4095;14,0648;31,3334;56,484;24,6873;13,5726;10,3578;;12,5532;65,5335;5,174;9,65;3,54;20,664;40,26;20,83;16,1;14,9;28,68;4,95;20,21;25,175327;28,955203;17,07;13,265;22,5134;26,9526;2,5;7,2;0,3826;9,6;16,6435;13,7467;13,1489;3,27743;14,675;8,46591;7,43785;15,0083;10,43;21,1975;5,88901;23,6965;13,3722;14,9183;3,8688;17,9604;27,1411;11,0;;18,1;3,5;7,0;5,1;46,7107;20,5482;39,205;22,0363;23,6642;37,6478;43,9315;52,1987;24,8231;30,387;41,6588;30,8378;25,7754;46,4398;16,2387;36,2046;8,86357;6,00363;1,65607;10,288;7,71497;2,8;14,6101;;8,83912;6,90863;18,2994;27,0139;21,1528;17,8456;12,5124;18,2063;29,7491;20,9167
01.01.2016 21:00;7,58345;10,597;27,2141;11,1825;19,0508;18,1028;26,0257;8,10899;11,983;;13,7194;26,2432;15,5532;19,2671;28,0515;22,4273;39,3;17,3;6,6;10,7;8,3;4,9;7,8;14,9;4,4;8,9;3,80687;6,5;5,5;3,4;8,2;13,2;22,0;19,2;16,01181;11,6;12,6;10,49;10,5;19,1358;9,03377;16,4082;12,6779;7,66263;14,9729;39,4804;38,59;14,0626;9,11545;28,8335;50,862;21,1456;11,0687;11,0529;;6,29859;67,3743;6,045;9,75;3,24;9,954;15,86;12,43;12,7;12,5;19,88;3,75;17,01;15,974022;33,381507;13,17;17,5607;20,6413;24,6857;1,6;3,1;0,21043;8,6;10,1126;16,8176;14,5117;2,27265;11,356;8,67889;11,4026;14,3599;10,2498;15,4127;6,97688;27,591;9,13884;11,1473;3,18808;15,7883;27,1156;11,3;;14,7;2,9;5,0;18,7;44,261;22,2743;38,248;21,0085;21,1186;44,43;37,8434;50,1454;29,7231;23,1246;41,8649;35,3157;27,797;37,4906;9,54296;29,7971;11,4134;5,30406;0,99078;8,21279;4,45516;2,5;13,4749;;8,44395;7,00793;15,6573;25,4636;18,9863;17,9652;11,1252;16,8901;17,2324;20,4611
01.01.2016 22:00;5,75866;10,5353;23,9834;12,942;21,0382;20,2943;24,3523;8,29711;13,3931;;15,6574;29,7996;18,7288;19,2272;28,0589;20,8602;28,0;17,1;6,8;8,0;7,2;5,1;8,8;11,9;4,3;8,0;4,57207;6,4;6,8;2,7;7,8;13,8;18,2;14,8;13,02753;10,8;12,8;9,74;9,8;18,521;9,97725;13,1179;12,0195;9,35126;14,0919;35,9066;37,6866;11,6699;11,0518;33,2964;48,8398;18,3398;7,43505;11,6534;;4,82991;66,38;6,453;10,15;3,24;2,52;8,66;8,13;11,1;11,9;12,08;6,05;13,41;8,872718;28,426725;8,87;28,2047;24,4615;36,9746;1,3;3,6;0,0;6,4;6,65022;15,1738;14,5266;2,08865;12,0458;5,29358;9,9282;14,6681;13,1948;13,6734;6,67909;26,7312;8,86144;8,0086;3,0926;10,6013;20,5659;10,7;;12,0;2,5;5,0;8,6;48,4924;24,5543;37,9335;15,5166;17,4455;38,8881;39,4025;41,4399;32,8041;18,4731;34,0424;32,8126;32,1745;40,9338;7,68943;31,3477;7,58319;4,09063;1,09466;10,1147;0,41103;2,6;13,2267;;8,42734;7,63961;14,0031;22,5643;18,6754;16,4353;11,0923;13,7774;16,5739;15,4559
01.01.2016 23:00;7,32254;12,6667;17,6488;13,0238;25,1108;19,9515;23,3694;8,05267;14,8757;;13,3129;23,4374;20,6407;19,1433;22,6366;17,3918;30,9;15,2;6,9;8,8;7,3;6,5;8,4;11,6;4,6;7,9;5,60509;5,6;5,5;4,0;7,3;10,9;14,8;12,4;9,73717;11,2;12,7;10,68;10,7;17,0757;11,5044;10,3031;11,4525;7,85074;14,7413;29,9199;33,5944;11,0546;10,4726;25,3542;39,9666;13,5371;7,17761;10,7234;;3,67021;57,1546;5,414;6,45;3,34;2,394;5,66;3,73;10,3;11,7;8,38;3,65;13,21;7,071413;26,071942;3,67;35,9706;31,0437;46,6129;1,3;3,6;;5,9;9,82716;8,04315;9,0752;1,66997;8,78557;6,19169;8,01161;10,5501;11,1409;13,2789;5,25032;22,9199;8,17758;6,40273;2,96472;8,53133;23,6776;9,4;;12,5;2,7;4,0;6,5;44,4374;33,998;28,3651;11,1092;11,0636;33,7671;33,7478;38,2012;38,5709;16,0974;24,4614;32,6596;26,6497;37,292;6,11999;26,5136;7,58333;3,84433;0,86032;7,43739;0,0;3,0;12,3098;;8,45092;7,18557;12,9263;19,5428;16,072;13,9022;11,6414;11,797;16,6232;18,958
02.01.2016 00:00;5,88035;10,5258;15,3958;10,7383;26,1746;22,6388;30,0013;8,79927;13,8595;;9,55915;25,509;22,6924;23,8296;18,9462;16,0044;17,3;14,2;6,7;10,2;6,9;6,6;7,6;11,2;4,7;5,9;6,56159;3,9;2,8;5,5;6,6;9,1;12,1;11,2;9,27805;10,8;12,4;12,89;16,5;18,2532;12,0574;12,3346;12,3569;7,53509;15,1393;37,6069;34,2013;11,5754;13,1822;29,2239;34,1108;12,9279;7,95412;7,32307;;8,04132;54,342;4,928;3,25;3,44;1,764;4,86;2,93;8,4;8,9;6,68;2,65;7,11;5,870109;24,417159;2,87;30,9287;38,1821;45,1121;1,1;2,6;;5,4;6,95875;5,75459;7,4893;2,38369;9,70903;4,81027;5,6719;8,0317;9,1718;13,0852;3,91898;12,1853;8,79078;7,77691;2,89808;7,16568;16,3894;12,6;;12,3;2,1;5,0;4,1;40,7299;35,5388;15,2594;8,54686;7,17279;30,1526;28,0614;23,2219;33,9343;12,505;23,5464;29,7465;28,299;28,4389;4,68678;27,9718;5,08186;3,14556;0,6196;7,46906;0,0;2,0;11,8448;;8,95441;7,67453;11,2761;16,7066;15,0799;10,1033;11,1284;11,3946;15,4617;12,104
02.01.2016 01:00;5,22302;10,2282;13,4991;10,2749;23,1473;18,9148;25,7208;10,3685;12,4136;;8,79236;30,1361;22,7158;23,8195;15,0739;17,1309;30,8;11,0;6,0;8,3;3,3;6,8;7,4;9,3;4,0;6,0;8,51285;4,3;2,8;4,3;6,8;7,4;12,2;9,6;8,35981;9,8;11,4;11,94;10,4;18,0779;12,8892;13,1678;13,2034;7,83267;16,1128;29,1924;29,2939;12,4018;15,9958;23,9818;32,294;;8,73267;4,70067;;6,54948;48,5838;4,557;3,25;3,14;0,63;4,86;2,13;5,0;7,0;6,38;2,15;4,51;4,673188;21,662377;1,97;29,1383;41,3994;39,9679;0,9;2,7;3,826;4,7;6,58153;4,98926;9,9521;2,41621;11,6828;4,56171;5,4272;7,81294;7,87222;11,8722;4,15413;8,7221;8,58436;11,4499;2,69968;7,14083;22,8372;10,4;;9,8;1,4;9,0;4,9;37,7547;35,1882;15,2246;7,03878;7,08145;24,9126;25,4355;15,5883;27,4372;12,0175;24,3137;16,0688;36,4862;22,005;3,33651;23,8142;3,57989;3,26087;0,53378;7,70106;0,0;1,8;11,1515;;9,22453;7,5965;10,6385;15,7543;14,9352;9,11226;11,1544;10,025;15,1622;12,7323
02.01.2016 02:00;5,24215;10,3568;12,3456;11,0354;27,883;17,954;41,9327;9,84239;13,5907;;13,0596;27,7906;26,5503;24,5204;17,1718;19,2884;33,2;10,5;5,4;7,1;2,2;6,2;7,1;8,3;4,6;3,6;6,48507;3,5;3,9;4,9;6,0;6,2;9,0;9,9;6,79115;13,3;9,4;8,47;7,6;17,4317;13,2837;12,2395;15,2827;10,5773;15,524;22,0215;25,5644;12,0077;18,4674;20,9608;18,284;12,7772;11,2368;4,99346;;3,63003;45,8913;4,335;2,95;2,84;0,63;4,16;2,43;3,4;5,6;6,18;2,25;3,31;4,676667;12,007594;2,07;20,1429;38,0495;34,4218;1,0;2,5;3,38601;4,3;8,58572;5,53524;15,3227;2,19841;13,1626;4,76141;4,17199;6,94248;7,94934;9,30152;3,96301;8,3044;7,28294;11,0019;2,14176;6,84576;10,688;9,5;;9,4;0,7;9,0;4,5;34,8766;33,7383;9,88398;5,51529;6,883;24,3094;23,6718;20,1615;27,0282;9,52813;23,184;9,01667;33,2389;20,8859;3,22862;24,7346;0,21229;2,84293;0,55769;7,57841;0,0;2,3;9,94622;;9,85268;7,40522;9,22241;15,6917;13,3485;8,78754;11,2298;9,05127;15,9806;13,1742
02.01.2016 03:00;4,16449;8,85081;11,991;9,72707;26,1757;18,8829;40,6522;9,67606;15,651;;16,489;38,006;29,6074;28,3177;26,1353;20,8931;13,8;10,4;5,3;7,5;1,7;4,7;6,7;7,4;4,3;4,8;4,87815;4,4;5,3;6,3;5,8;7,1;10,0;12,3;7,38418;9,8;14,0;9,41;10,1;15,0723;11,8712;12,6678;12,8176;11,9371;15,9035;32,3738;;14,1115;15,1552;20,0213;17,1606;11,284;10,3988;5,55301;;2,64311;44,4969;3,18;2,85;2,74;0,63;4,16;2,53;3,0;5,3;6,58;1,75;4,61;4,380145;14,352812;1,67;20,5827;31,663;39,6081;0,6;2,5;2,4869;4,5;9,27463;4,09168;12,631;2,49347;13,1885;6,14761;4,10752;8,62765;5,91393;7,74582;3,8695;5,94446;10,1167;8,7505;1,70712;6,00695;4,56808;7,8;;6,9;1,1;4,0;4,2;32,7931;30,1926;6,35846;6,30015;6,22095;22,1371;22,9937;22,8625;22,1595;9,34278;24,5108;29,2079;30,3418;19,6734;3,4655;20,3049;1,31031;2,32855;0,55908;10,4921;0,0;1,9;8,94804;;9,40268;6,83572;8,6525;15,0767;12,2304;8,09837;11,1395;7,89952;14,4792;13,0908
02.01.2016 04:00;4,71448;7,56007;19,6321;6,06208;19,1475;23,3349;33,6267;17,2903;13,9765;;18,5237;33,4727;29,0829;27,0116;31,8796;25,2946;11,5;10,8;5,6;7,7;1,9;5,8;6,2;6,5;4,3;4,0;4,93554;4,2;4,4;5,2;5,7;9,3;12,3;11,3;10,3302;9,6;12,5;9,09;8,7;12,4903;12,2419;13,4436;13,1604;14,2194;17,0576;22,8818;19,2299;12,9568;16,1239;14,1461;15,7654;11,3159;8,62786;6,75555;;1,5148;40,0588;2,774;3,35;2,64;0,63;4,56;2,63;3,2;4,8;7,08;2,95;7,61;4,983623;12,598029;1,57;21,7957;21,3918;34,7215;1,2;2,4;;4,0;8,99562;3,46125;16,8911;1,77831;8,61252;9,78944;4,00742;8,20845;6,15322;6,57258;2,6056;3,64402;5,23377;6,86092;1,5526;5,55173;2,52279;7,7;;7,2;0,7;4,0;3,8;32,9791;29,4549;11,344;5,82615;7,86713;19,2899;22,3157;25,8179;25,1688;7,87797;24,403;27,6257;23,497;21,5721;3,65139;18,0236;0,10681;2,21589;0,63846;6,11962;0,0;2,1;8,61537;;9,25837;6,38517;7,72602;17,1846;12,8059;;9,77138;7,84235;12,4721;13,6809
02.01.2016 05:00;3,53639;6,38145;27,67;6,53874;25,8717;31,9104;25,7435;18,7936;16,0602;;17,3615;28,0733;23,4661;22,6207;33,029;20,1364;11,7;11,2;5,3;11,3;1,8;6,3;5,5;4,9;3,9;4,6;13,02753;4,8;4,8;4,7;4,2;4,4;8,4;9,0;5,96856;11,7;6,3;6,16;5,1;12,7867;12,3427;13,417;11,613;12,9925;15,787;11,3021;21,381;12,0205;14,3677;13,4483;13,5258;10,9556;6,22056;7,36692;;5,68107;41,5163;2,629;3,75;2,64;1,134;4,46;3,33;4,7;5,1;6,88;5,35;7,61;6,387101;6,043246;2,27;26,8408;16,12;33,6603;2,2;2,9;2,25734;4,1;8,57684;4,86604;22,4624;1,51962;8,56914;7,08608;5,09107;7,97806;5,4096;6,13918;3,55441;8,64878;14,7027;5,3614;1,62095;5,04369;3,73087;4,8;;10,6;0,1;3,0;3,4;29,7886;26,4589;11,0481;6,69125;7,43487;17,5213;22,4087;18,5809;25,7748;7,45043;22,8285;28,6407;20,0578;13,5842;3,97484;17,5597;0,0;2,38473;0,40332;6,6594;0,22106;1,7;8,07923;;7,65912;6,17028;6,91536;14,5519;13,8698;7,8077;8,8839;8,079;12,5964;10,6679
02.01.2016 06:00;3,58316;10,1331;32,0551;8,68502;34,8357;33,0901;19,1898;20,4553;24,4351;;16,5019;19,2347;16,3062;15,4958;38,6054;15,4703;15,7;14,8;4,5;5,1;1,8;4,9;4,6;4,8;2,6;3,8;7,90069;7,9;4,9;3,5;2,6;4,2;9,3;8,7;8,87632;5,8;7,0;7,59;4,1;13,9399;11,4135;12,5328;9,19197;13,6206;15,2184;8,81349;25,9387;9,18275;12,7454;12,1194;12,008;8,67758;7,8093;9,775;;5,26604;41,9871;3,396;4,25;3,14;1,386;5,26;4,13;4,2;5,8;9,88;5,55;7,01;5,59058;7,188464;2,87;23,7332;14,834;33,7203;2,3;4,7;3,826;4,9;8,50692;4,35405;29,2957;1,49912;10,2799;7,7999;4,07384;8,72455;4,66621;5,86238;4,02166;4,32052;6,49589;3,35255;1,49426;4,68746;4,10332;8,0;;12,4;1,0;5,0;5,2;30,058;24,0901;14,7082;9,3567;6,34314;15,2585;18,0412;14,9083;21,8212;7,90293;25,5164;29,6817;19,5354;9,87017;4,25314;20,2746;0,46344;2,64365;0,67699;12,4225;1,24717;1,8;6,98747;;5,71734;5,70475;6,6984;15,0862;12,6106;7,88262;8,42767;7,88381;12,4387;9,88451
02.01.2016 07:00;4,89941;7,43041;34,8959;13,1317;37,4879;28,9315;12,4098;28,6164;28,1144;;26,6109;18,2304;13,73;12,2459;35,7274;19,7932;17,1;15,9;3,8;6,5;2,5;4,8;4,8;6,7;2,4;7,5;8,72328;5,0;5,1;3,6;3,0;5,6;12,0;12,5;11,53539;7,5;8,0;11,82;4,6;14,0292;10,4455;11,7373;6,08334;16,9035;14,5893;7,02644;31,4343;12,892;19,1178;20,0001;11,73;6,42768;19,435;17,9955;;8,35498;45,928;5,179;3,95;3,24;1,638;5,56;6,93;4,4;6,6;11,78;6,85;9,21;8,894058;12,933681;3,67;28,7448;13,286;33,0152;3,1;10,5;1,09041;7,6;16,1806;4,17613;13,7899;1,61494;11,1628;8,80317;2,93296;7,9782;4,17202;7,27551;2,01312;4,26524;7,78367;3,76422;1,26349;4,87846;2,32224;9,1;;14,9;1,5;8,0;6,6;30,8227;22,5563;13,4815;6,44468;9,39576;23,6553;16,5623;14,1828;24,079;14,033;20,4752;29,3253;20,1354;11,7089;3,9662;22,8216;0,20168;2,93147;0,7187;11,7081;0,80293;2,6;5,68613;;4,81907;3,27301;7,28067;12,2357;11,1116;8,54208;9,46174;8,76632;;10,2435
02.01.2016 08:00;9,85726;10,1931;46,1429;19,0359;37,8174;24,0863;12,9895;30,6936;33,1624;;32,8643;15,2429;12,0604;10,1527;33,8218;21,8295;35,8;12,0;3,7;6,2;2,0;3,8;5,1;7,2;2,3;7,7;7,97721;6,7;6,9;7,2;2,7;6,2;13,1;12,4;14,3475;7,9;8,5;9,13;5,2;14,1919;9,82543;10,5922;4,0901;19,7528;14,1349;10,7848;40,4477;17,2413;19,2092;29,5638;14,0344;17,183;8,55846;18,1921;;5,23977;49,9564;5,247;5,15;3,84;2,646;6,56;8,83;5,1;8,1;14,98;5,75;11,01;10,597536;14,178899;4,87;26,2757;9,58894;31,9476;1,9;13,5;2,35299;9,2;20,1351;5,23463;14,0608;1,65875;12,0823;7,3373;2,82441;6,46512;3,71233;6,57844;3,91715;3,60631;4,91366;3,95571;1,06442;4,96761;2,12965;15,7;;12,3;1,3;10,0;8,7;31,1447;22,125;19,564;7,66316;8,76805;26,4222;25,3658;19,5598;19,9921;13,6952;19,6199;28,7421;15,6218;17,1522;4,75398;23,4667;1,95264;4,86592;0,75271;14,269;0,81675;2,4;6,09288;;3,27389;3,36658;9,53358;12,2145;12,1901;9,50442;8,82176;11,047;12,6033;10,0099
02.01.2016 09:00;13,1168;7,85499;26,3629;22,2009;32,9822;14,7726;12,381;27,1274;30,1458;;32,2649;20,8331;13,416;10,7144;31,0097;30,9837;34,2;12,4;3,6;5,5;5,0;2,9;3,6;10,5;1,7;8,0;6,19812;8,9;9,0;7,4;3,9;6,6;12,9;14,0;17,71438;8,2;8,3;7,84;6,0;15,0282;8,52215;9,65215;3,59644;20,764;11,1639;25,4779;46,8807;17,1345;21,8677;33,6544;19,5592;22,2147;6,24367;11,2973;;4,93841;59,6117;4,583;8,15;4,64;3,528;7,26;9,63;7,0;9,2;14,38;5,75;12,91;11,801014;14,924116;5,47;27,7984;7,95837;23,5256;2,0;12,5;6,04508;10,7;19,2493;5,5756;11,9555;2,14738;12,9169;7,98399;3,65012;;3,25588;8,67311;2,67464;5,61565;8,36157;4,58903;1,02822;4,0301;2,42378;15,0;;11,8;2,3;11,0;8,5;25,5943;21,7554;22,6269;10,1564;7,11857;26,655;23,4231;21,4744;15,1043;11,0699;18,7665;26,4132;13,2853;17,0141;6,83912;24,6416;2,91493;5,89257;1,06039;13,8005;0,0;2,3;6,8605;;2,42698;2,65835;11,7111;11,2803;9,72185;8,71106;8,1823;13,2698;11,2552;9,77616
02.01.2016 10:00;20,467;12,8059;22,2561;20,9718;30,5267;15,0314;9,19338;19,722;24,8453;;27,061;17,2739;11,2107;10,5715;25,2771;30,7648;15,2;27,8;3,8;5,8;2,2;3,2;6,2;11,9;1,3;7,3;4,80163;9,0;5,5;6,9;4,8;7,2;15,7;15,3;18,28828;7,3;8,2;8,0;6,1;11,7033;6,15364;8,2158;2,387;18,4381;10,3908;18,2932;35,9368;16,6921;16,9194;24,3456;13,3434;16,0262;10,4735;7,89484;;3,21602;59,9933;5,068;6,45;4,34;3,276;6,06;7,63;8,4;10,5;12,78;5,85;13,51;12,004493;17,169333;4,07;16,6636;7,91753;25,5706;1,5;7,6;4,18947;8,0;18,7587;5,14116;16,1358;2,12319;12,5156;8,2851;2,93929;5,94817;3,57778;7,33387;2,36553;5,22912;9,1424;4,58907;1,13199;4,04602;;5,3;;13,4;5,2;6,0;10,7;23,0331;20,5991;24,4566;10,1479;7,8546;21,3815;18,6443;23,7614;14,4882;8,24125;17,098;26,7988;11,7596;12,9708;5,71582;20,4468;3,97745;6,31263;1,57687;15,4988;1,70921;2,5;4,48625;;2,1578;2,13862;8,65015;8,0373;9,4521;9,83335;7,73935;12,1444;12,207;9,32525
02.01.2016 11:00;22,8444;23,819;21,6823;19,9893;27,1455;13,4914;10,2111;14,6058;22,5916;;24,9949;24,0283;10,4737;11,3813;22,6483;28,3347;25,7;17,7;4,3;6,9;3,0;2,7;5,6;10,9;1,4;6,0;4,49555;9,3;8,4;5,3;5,2;7,1;16,3;19,6;18,40306;7,3;7,9;9,72;6,2;11,851;5,51321;7,19022;2,7696;17,0831;11,4722;10,1849;37,5219;13,626;11,9945;17,6148;17,1024;13,9091;10,3895;8,22377;;2,57313;48,0811;3,632;5,25;4,84;2,646;5,36;6,63;8,8;11,2;12,98;5,35;10,41;10,107971;22,714551;3,87;12,5502;8,69753;27,7938;2,0;6,0;3,61557;6,4;9,97268;7,13442;12,9263;1,91296;9,78282;7,69846;3,42373;6,74648;4,00177;7,61045;2,74841;5,45408;7,17844;;1,11197;5,21589;2,2538;8,6;;14,0;2,3;9,0;12,2;25,1719;19,8428;22,3157;7,84171;7,80042;21,3124;16,9061;29,7587;13,282;7,03779;16,9056;34,0777;12,3622;14,2375;5,19852;20,0445;5,73741;6,06076;1,4227;16,0753;2,47973;2,9;4,80688;;3,2691;2,7332;7,7763;8,45582;8,25758;8,981;7,65544;11,0197;11,3658;8,62524
